id,first_name,last_name,full_name,team,position,status,hashtag,gsis_id,sleeper_id,sportradar_id,stats_id,swish_id,yahoo_id,rotowire_id,rotoworld_id,espn_id,fantasy_data_id
757,Marcus,Kemp,Marcus Kemp,KC,WR,Active,#marcuskemp-NFL-KC-0,00-0033481,4491,11b9bcde-b2c8-412b-9689-4420182ca928,746243,746243,30682,12446,,3046399,19361
758,Duke,Johnson,Duke Johnson,BUF,RB,Active,#dukejohnson-NFL-BUF-22,00-0032257,2382,31c376b7-2e10-473a-aa54-d9f709a5b93e,691583,691583,28465,10084,10358,2969962,16838
759,Collin,Johnson,Collin Johnson,NYG,WR,Inactive,#collinjohnson-NFL-NYG-15,,6857,214ae0bc-d6ed-4216-a154-f253c85bb90b,,911644,32835,14545,,4039043,21730
760,Sincere,McCormick,Sincere McCormick,LV,RB,Inactive,#sinceremccormick-NFL-LV-36,,8220,2e808f70-d3a3-11ec-96a0-c3471a31202c,,1166235,,16107,,,
761,Kendall,Blanton,Kendall Blanton,LAR,TE,Active,#kendallblanton-NFL-LAR-85, 00-0035603,6081,b5e95ece-3b71-439b-b7b4-ae102f9e7c08,835674,835674,32125,13711,,3122103,21032
762,Cordarrelle,Patterson,Cordarrelle Patterson,ATL,RB,Inactive,#cordarrellepatterson-NFL-ATL-84,00-0030578,1535,da85107c-365c-4d58-90ab-479d97d798b4,690153,690153,26652,8792,8327,15807,15150
763,Jerome,Ford,Jerome Ford,CLE,RB,Inactive,#jeromeford-NFL-CLE-34,,8143,cdc61676-6592-43f9-a4a6-d29ce52ac8f4,,1125737,,15989,,,
764,Isaiah,Hodgins,Isaiah Hodgins,BUF,WR,Active,#isaiahhodgins-NFL-BUF-16,,6920,1d1c217b-6407-40d7-aebb-ba95fa05d127,,975387,32877,14356,,4242540,21760
765,Foster,Moreau,Foster Moreau,LV,TE,Active,#fostermoreau-NFL-LV-87, 00-0034981,5985,9c3a67fd-5c6e-4689-9e08-9ff6d4db6c9a,865573,865573,31969,13822,,3843945,20884
766,Devin,Singletary,Devin Singletary,BUF,RB,Active,#devinsingletary-NFL-BUF-26, 00-0035250,6130,a961b0d4-5d7c-438e-90f0-2e1fa09f6c89,916466,916466,31906,13449,14043,4040761,20941
767,Maurice,Alexander,Maurice Alexander,DET,WR,Active,#mauricealexander-NFL-DET-15,,8921,8261c380-132b-11ed-86b5-f9dfd114f830,,886243,,16641,,,
768,Justin,Jackson,Justin Jackson,DET,RB,Active,#justinjackson-NFL-DET-42,00-0034440,5131,e6c3f896-0223-4fc2-be09-c959ea4a475c,830844,830844,31221,12724,13350,3116136,20064
769,Pharaoh,Brown,Pharaoh Brown,CLE,TE,Active,#pharaohbrown-NFL-CLE-0,00-0033439,4443,6733b953-de77-44e5-acbf-c2d3a0940243,689689,689689,30627,11887,,2971281,19304
770,Willie,Snead,Willie Snead,SF,WR,Active,#williesnead-NFL-SF-83,00-0030663,1911,8482bc94-0eb0-4e92-8f99-ced135f3cd5d,591586,,28026,9284,9989,17258,16141
771,Darren,Fells,Darren Fells,TB,TE,Active,#darrenfells-NFL-TB-88,00-0029738,1592,54d4e35a-2e6c-48f6-86ad-92dd596c173c,266414,266414,26612,9758,8472,15773,15247
772,Garrett,Gilbert,Garrett Gilbert,NE,QB,Active,#garrettgilbert-NFL-NE-19,00-0031395,2229,56073e7b-84ca-4d4a-a2e7-1bfc0277e8d4,507477,507477,27742,9776,9522,16809,16621
773,Johnny,Mundt,Johnny Mundt,MIN,TE,Active,#johnnymundt-NFL-MIN-86,00-0033246,4314,6414998b-5831-44aa-8bd8-39e42a323c2c,740704,740704,30373,12316,,3052096,19165
774,Jaret,Patterson,Jaret Patterson,WAS,RB,Active,#jaretpatterson-NFL-WAS-32,,7537,82996e3b-b72d-41ca-8eb1-91e462ceff85,,1108937,,15315,,,
775,Kendric,Pryor,Kendric Pryor,JAX,WR,Active,#kendricpryor-NFL-JAX-14,,8783,73f7ecc0-d2ee-11ec-96a0-c3471a31202c,,924381,,16519,,,
776,Will,Dissly,Will Dissly,SEA,TE,Active,#willdissly-NFL-SEA-89,00-0034159,5010,383f4814-6836-4766-a297-fc063e8509cc,837806,837806,31090,12986,13246,3127292,19950
777,Tutu,Atwell,Tutu Atwell,LAR,WR,Active,#tutuatwell-NFL-LAR-15,,7562,7dc49535-f9dd-44b0-94f2-08ac6470130b,,1106760,,15229,,,
778,Micah,Simon,Micah Simon,CAR,WR,Active,#micahsimon-NFL-CAR-81,,7618,3714df7a-a59f-4f0b-8689-0ba0a5ada62a,,,,15544,,,
779,Justin,Herbert,Justin Herbert,LAC,QB,Active,#justinherbert-NFL-LAC-10,,6797,f0a8f8e3-b9e9-46ed-85e4-eec6452a8a44,,910562,32676,14446,,4038941,21681
780,Josh,Ali,Josh Ali,ATL,WR,Active,#joshali-NFL-ATL-80,,8931,745a7080-2950-11ed-930d-e71fc740ea47,,1071823,,,,,
781,Qadree,Ollison,Qadree Ollison,DAL,RB,Active,#qadreeollison-NFL-DAL-30, 00-0035273,6002,c44534f8-a567-40e7-b51e-1a72c49cb24e,832473,832473,31984,13494,14251,3123944,20900
782,N'Keal,Harry,N'Keal Harry,CHI,WR,Inactive,#nkealharry-NFL-CHI-8, 00-0035624,5878,3e6e15ce-1c81-408e-9a94-b0a2924d0b8c,910431,910431,31864,13425,14055,4047839,20792
783,Jason,Huntley,Jason Huntley,PIT,RB,Active,#jasonhuntley-NFL-PIT-33,,7107,632f863e-ad20-424f-a468-7ee40c098c2c,,914571,32842,14796,,4040790,21764
784,Jacob,Hollister,Jacob Hollister,MIN,TE,Active,#jacobhollister-NFL-MIN-0,00-0033387,4421,ad2a1d03-020b-487a-bd5f-7ca9fbc250fe,696882,696882,30661,12271,12491,3125404,19281
785,Kennedy,Brooks,Kennedy Brooks,PHI,RB,Active,#kennedybrooks-NFL-PHI-30,,8152,51b7cde0-ce18-11ec-bebb-4fec1e38b0e5,,1061999,,15978,,,
786,Scotty,Miller,Scotty Miller,TB,WR,Active,#scottymiller-NFL-TB-10, 00-0035298,6290,85e18d5f-8a3f-4b6c-88fe-dfdaaed5554e,866578,866578,32040,13987,14275,3914397,21138
787,Trent,Sherfield,Trent Sherfield,MIA,WR,Active,#trentsherfield-NFL-MIA-14,00-0034487,5154,18ccb826-5584-4f6a-8434-cf9a3b927b0f,835861,835861,31320,13061,13513,3122168,20081
788,Godwin,Igwebuike,Godwin Igwebuike,SEA,RB,Active,#godwinigwebuike-NFL-SEA-34,00-0034614,5220,be8e5962-f2d9-4316-9fdf-212a95dbb590,742451,742451,31258,12725,,3045238,20191
789,Grant,Calcaterra,Grant Calcaterra,PHI,TE,Active,#grantcalcaterra-NFL-PHI-81,,8177,f6988cfa-2dcf-490b-ac80-9af8e4292efa,,976221,,16039,,,
790,Lucas,Krull,Lucas Krull,NO,TE,Active,#lucaskrull-NFL-NO-87,,8249,767b4820-cc9f-11ec-952e-a10f2c98fc4d,,1122323,,16259,,,
791,Derek,Wright,Derek Wright,CAR,WR,Active,#derekwright-NFL-CAR-83,,8570,6f02ee30-ca20-11ec-aeb5-1b91b32ddede,,1165720,,16511,,,
792,Jared,Goff,Jared Goff,DET,QB,Active,#jaredgoff-NFL-DET-16,00-0033106,3163,aba8f925-ffbf-4654-bfa7-a25d3d237494,727837,727837,29235,10729,11205,3046779,17922
793,Khalil,Shakir,Khalil Shakir,BUF,WR,Active,#khalilshakir-NFL-BUF-10,,8134,0ce9ddce-bdf6-469c-8a32-9cf0ed3714a4,,1130603,,15892,,,
794,Nick,Muse,Nick Muse,MIN,TE,Active,#nickmuse-NFL-MIN-34,,8523,6b5dd4bc-9959-4e0f-94f6-74e2577a022a,,1049792,,16286,,,
795,Justin,Watson,Justin Watson,KC,WR,Active,#justinwatson-NFL-KC-84,00-0034386,5374,bdb77276-7191-4454-85c2-e1693a33d709,832220,832220,31114,12746,13208,3118892,19922
796,Russell,Wilson,Russell Wilson,DEN,QB,Active,#russellwilson-NFL-DEN-3,00-0029263,1234,409d4cac-ee90-4470-9710-ebe671678339,401534,401534,25785,8043,7460,14881,14536
797,Austin,Trammell,Austin Trammell,LAR,WR,Active,#austintrammell-NFL-LAR-81,,7746,c1d52f55-4c65-4b37-8457-f0dc028c85bc,,1056660,,15663,,,
