id,first_name,last_name,full_name,team,position,status,hashtag,gsis_id,sleeper_id,sportradar_id,stats_id,swish_id,yahoo_id,rotowire_id,rotoworld_id,espn_id,fantasy_data_id
475,Tyler,Higbee,Tyler Higbee,LAR,TE,Active,#tylerhigbee-NFL-LAR-89,00-0033110,3271,0df7912d-9e81-47ea-b4f7-d04986df4ee8,604176,604176,29344,10854,11430,2573401,18032
476,Jordan,Mason,Jordan Mason,SF,RB,Active,#jordanmason-NFL-SF-24,,8408,af9f7390-ca80-11ec-97ae-e1573849d1a6,,1116001,,16163,,,
477,Phillip,Dorsett,Phillip Dorsett,HOU,WR,Active,#phillipdorsett-NFL-HOU-4,00-0032208,2334,c682e8ea-fe48-45d2-af60-682a6125ab22,596417,596417,28417,10208,10381,2579604,16790
478,Christian,McCaffrey,Christian McCaffrey,CAR,RB,Active,#christianmccaffrey-NFL-CAR-22,00-0033280,4034,f96db0af-5e25-42d1-a07a-49b4e065b364,830517,830517,30121,11690,12198,3117251,18877
479,Jaylon,Moore,Jaylon Moore,JAX,WR,Active,#jaylonmoore-NFL-JAX-83,,7191,34cc08f0-53ee-4fc8-95a3-971e6620884c,,877073,33001,15135,,3909416,22193
480,Tee,Higgins,Tee Higgins,CIN,WR,Active,#teehiggins-NFL-CIN-85,,6801,7963b029-5de4-4541-b00a-44eefe4349af,,978579,32703,14506,,4239993,21690
481,Juwan,Johnson,Juwan Johnson,NO,TE,Active,#juwanjohnson-NFL-NO-83,,7002,0226b03b-f91d-4223-9813-9fcd2e9c3acc,,884609,33113,14630,,3929645,21738
482,Adrian,Killins,Adrian Killins,DEN,RB,Inactive,#adriankillins-NFL-DEN-17,,7093,2af6db68-3ad7-4699-8f86-0140fffce577,,944025,32966,14396,,4042112,21842
483,Racey,McMath,Racey McMath,TEN,WR,Inactive,#raceymcmath-NFL-TEN-13,,7793,2a977d56-5e34-48dc-986a-e862e6886112,,976658,,15454,,,
484,Brock,Purdy,Brock Purdy,SF,QB,Active,#brockpurdy-NFL-SF-13,,8183,d5aef708-ad61-4ab8-a637-62ff96e92040,,1121761,,15834,,,
485,Josh,Johnson,Josh Johnson,DET,WR,Active,#joshjohnson-NFL-DET-80,,8222,35bb6da0-d321-11ec-8b77-45b1765fd110,,1058625,,,,,
486,Cooper,Kupp,Cooper Kupp,LAR,WR,Active,#cooperkupp-NFL-LAR-10,00-0033908,4039,2806e915-c46f-492f-8a29-71d3a85e5620,698227,698227,30182,11863,12177,2977187,18882
487,John,Lovett,John Lovett,MIA,QB,Inactive,#johnlovett-NFL-MIA-46, 00-0035161,6231,fbaa74ff-f6d3-4bbc-bdc1-12aae7fae484,832213,832213,32364,14184,,3118906,21156
488,Davis,Webb,Davis Webb,NYG,QB,Active,#daviswebb-NFL-NYG-12,00-0033550,4061,b45cd0e5-42b3-4847-aeec-a3afd07a0160,733638,733638,30200,11843,12208,3052600,18907
489,Slade,Bolden,Slade Bolden,BAL,WR,Inactive,#sladebolden-NFL-BAL-82,,8191,77745390-c97d-11ec-a1a0-57a82b503f37,,1105684,,16029,,,
490,Josh,Reynolds,Josh Reynolds,DET,WR,Active,#joshreynolds-NFL-DET-8,00-0033943,4171,682eda79-0026-4ad8-8f45-a61ce42cb908,822367,822367,30230,11871,12253,3115306,19017
491,Alex,Erickson,Alex Erickson,WAS,WR,Active,#alexerickson-NFL-WAS-86,00-0032543,3433,6bb4d6f8-c8fb-4ca7-a416-a7010526114d,652520,652520,29703,11257,11614,2977800,18197
492,DeeJay,Dallas,DeeJay Dallas,SEA,RB,Active,#deejaydallas-NFL-SEA-31,,6931,48ef5bfa-7b91-4ed1-ad12-e94c0bc101c2,,976309,32814,14410,,4240631,21804
493,Luke,Farrell,Luke Farrell,JAX,TE,Active,#lukefarrell-NFL-JAX-89,,7842,8a1f0e8e-6521-4a94-9934-ad4f76a25fd9,,946541,,15566,,,
494,Bryan,Edwards,Bryan Edwards,ATL,WR,Active,#bryanedwards-NFL-ATL-89,,6870,5abee27b-2710-46ed-b110-fece5c2654e8,,910406,32751,14577,,4038818,21736
495,George,Kittle,George Kittle,SF,TE,Active,#georgekittle-NFL-SF-85,00-0033288,4217,2ada91b0-036e-454f-83c3-6d939ff584a9,733672,733672,30259,11892,12276,3040151,19063
496,Boston,Scott,Boston Scott,PHI,RB,Active,#bostonscott-NFL-PHI-35,00-0034414,5122,768f6afa-ba24-40d9-bdc1-3184bba2ec2b,749635,749635,31171,12996,13301,3051439,20039
497,Logan,Thomas,Logan Thomas,WAS,TE,Active,#loganthomas-NFL-WAS-82,00-0031260,2251,b24625a0-d402-4d59-a778-aa4b073bfe5e,507528,507528,27648,9323,9354,16813,16656
498,Kenny,Pickett,Kenny Pickett,PIT,QB,Active,#kennypickett-NFL-PIT-8,,8160,ef7ae1f1-4ebe-4759-bbb3-32bd177ace08,,976924,,15841,,,
499,Thomas,Ives,Thomas Ives,CHI,WR,Inactive,#thomasives-NFL-CHI-0, 00-0035074,6465,422f272f-ca71-4fd2-a37a-d1e323c2728b,874641,,32256,14130,,3909300,21464
500,Chris,Myarick,Chris Myarick,NYG,TE,Active,#chrismyarick-NFL-NYG-85, 00-0035345,6529,002adaa8-5dc2-4b4b-95bc-53a38dce3849,838318,838318,32442,14282,,3138744,21531
501,Cody,Thompson,Cody Thompson,SEA,WR,Inactive,#codythompson-NFL-SEA-15, 00-0035164,6171,16da963d-a300-4d72-8e4d-7771196c03e9,833514,833514,32367,13490,,3126115,20963
502,Eno,Benjamin,Eno Benjamin,ARI,RB,Active,#enobenjamin-NFL-ARI-26,,6951,aebf7b65-da15-4499-b1af-6687fa50b2e4,,974627,32892,14372,,4242873,21773
503,Chris,Manhertz,Chris Manhertz,JAX,TE,Active,#chrismanhertz-NFL-JAX-84,00-0031484,3048,7c7b5515-7786-4e24-9ce0-34e6a8bd5727,563293,563293,28365,10033,,2531358,17762
504,Melvin,Gordon,Melvin Gordon,DEN,RB,Active,#melvingordon-NFL-DEN-25,00-0032144,2320,0f8ccece-d663-4069-944b-f318f64c60b7,606516,606516,28403,10064,10284,2576434,16776
505,Kalif,Raymond,Kalif Raymond,DET,WR,Active,#kalifraymond-NFL-DET-11,00-0032464,3634,e0a31d02-9d1c-4dab-adb4-a5d9bbee8b36,692660,692660,29631,11429,,2973405,18422
506,Jordan,Scarlett,Jordan Scarlett,MIA,RB,Inactive,#jordanscarlett-NFL-MIA-22, 00-0035275,6167,38abfa4e-ad62-4392-89a0-ac2a012efd87,879049,879049,31986,13510,,3915115,20935
507,Royce,Freeman,Royce Freeman,HOU,RB,Active,#roycefreeman-NFL-HOU-26,00-0034838,5046,82f459c4-bf23-4d60-9eb6-b062994f5517,835779,835779,31041,12892,13172,3122672,19823
508,Ja'Marr,Chase,Ja'Marr Chase,CIN,WR,Active,#jamarrchase-NFL-CIN-1,,7564,fa99e984-d63b-4ef4-a164-407f68a7eeaf,,1109979,,15183,,,
509,Tyquan,Thornton,Tyquan Thornton,NE,WR,Inactive,#tyquanthornton-NFL-NE-11,,8188,74cda487-2026-42e0-ae32-77f3502cfb11,,1110301,,15831,,,
510,Tyler,Boyd,Tyler Boyd,CIN,WR,Active,#tylerboyd-NFL-CIN-83,00-0033009,3225,76a5edec-5ff7-49fa-a8ec-5768a372279d,742387,742387,29288,10822,11271,3045144,17986
511,Ben,Ellefson,Ben Ellefson,MIN,TE,Inactive,#benellefson-NFL-MIN-82,,7288,ca393469-d587-4bf7-905d-838e960de851,,888731,33124,14864,,3930900,22284
512,Blake,Proehl,Blake Proehl,MIN,WR,Inactive,#blakeproehl-NFL-MIN-13,,7552,b4a3566b-d533-4860-9133-c7e6ac22ab65,,1052464,,15230,,,
513,D'Onta,Foreman,D'Onta Foreman,CAR,RB,Active,#dontaforeman-NFL-CAR-33,00-0033925,4111,02779042-2b4e-4fa9-b598-364fe01b523a,835443,835443,30202,11685,12282,3125116,18957
514,Laviska,Shenault,Laviska Shenault,CAR,WR,Inactive,#laviskashenault-NFL-CAR-15,,6814,131d3b1a-5746-499e-98ee-4bbf67cd377e,,1061929,32712,14358,,4243160,21697
515,Johnny,Johnson,Johnny Johnson,HOU,WR,Active,#johnnyjohnson-NFL-HOU-89,,8185,ef986840-c967-11ec-89b7-476565ea032f,,1060285,,16031,,,
516,Dan,Chisena,Dan Chisena,MIN,WR,Active,#danchisena-NFL-MIN-85,,7357,92529995-41e9-48db-b429-c96540ad357b,,883314,33023,14889,,3929637,22345
517,Joe,Reed,Joe Reed,LAC,WR,Active,#joereed-NFL-LAC-12,,6913,4c449f2b-a566-4c9c-882c-a70991d1aa54,,924222,32821,14428,,4037591,21718
518,Jalen,Guyton,Jalen Guyton,LAC,WR,Inactive,#jalenguyton-NFL-LAC-15, 00-0035414,6421,ae9495b2-4c62-4e14-8e43-beb53e1ae28a,884567,884567,32201,13575,,3932430,21448
519,Marquez,Valdes-Scantling,Marquez Valdes-Scantling,KC,WR,Active,#marquezvaldesscantling-NFL-KC-11,00-0034272,5086,e7f0a505-8060-403e-a3b3-9d4e88dda1dc,742382,742382,31144,12934,13280,3051738,19976
520,Taquan,Mizzell,Taquan Mizzell,NYG,RB,Inactive,#taquanmizzell-NFL-NYG-25,00-0033373,4349,b8033c75-de94-46df-a645-284f419c4497,745858,,900125,12231,12647,3048680,19205
521,Lynn,Bowden,Lynn Bowden,NE,WR,Active,#lynnbowden-NFL-NE-80,,6909,bd783f2e-b931-4d3e-ab71-60fa1431f598,,1071826,32750,14460,,4259979,21743
522,Christian,Watson,Christian Watson,GB,WR,Active,#christianwatson-NFL-GB-9,,8167,47d97f44-b4aa-46d2-816c-5b5a1fe48d46,,1067918,,15946,,,
523,Dallas,Goedert,Dallas Goedert,PHI,TE,Active,#dallasgoedert-NFL-PHI-88,00-0034351,5022,e8029983-87cf-49a2-bc04-04c8233a0630,791365,791365,31019,12860,13151,3121023,19863
524,Troy,Hairston,Troy Hairston,HOU,RB,Active,#troyhairston-NFL-HOU-34,,8820,c4ae1ed0-d32c-11ec-a99e-3305165b8d4a,,1079304,,16543,,,
525,D.J.,Chark,D.J. Chark,DET,WR,Inactive,#djchark-NFL-DET-4,00-0034777,4951,c2a7bd8a-d141-423a-8810-0988a59ff0b4,822008,822008,31031,12820,13096,3115394,19816
526,Chris,Conley,Chris Conley,KC,WR,Active,#chrisconley-NFL-KC-0,00-0032128,2381,bd01d907-cd57-48cb-9136-5692a4764a20,591801,591801,28464,10210,10432,2578533,16837
527,Darius,Slayton,Darius Slayton,NYG,WR,Active,#dariusslayton-NFL-NYG-86, 00-0035535,6149,82ed30a5-54a8-4ed0-b040-99c3a78fb055,880557,880557,32003,13522,14258,3916945,20943
528,Mekhi,Sargent,Mekhi Sargent,JAX,RB,Active,#mekhisargent-NFL-JAX-36,,8085,47b995cb-8e6f-49ef-a6a9-4ba8cd649c78,,1129700,,15367,,,
529,James,Washington,James Washington,DAL,WR,Inactive,#jameswashington-NFL-DAL-83,00-0034676,5024,814aa074-fc61-4649-b7a1-098bd3a199fd,835437,835437,31030,12838,13153,3122449,19865
530,John,Hightower,John Hightower,LAC,WR,Active,#johnhightower-NFL-LAC-84,,7086,58e217cd-53c0-40e7-b40b-62f53d246751,,1130582,32838,14567,,4373673,21731
531,Zach,Pascal,Zach Pascal,PHI,WR,Active,#zachpascal-NFL-PHI-3,00-0033251,4319,7fc949b6-a1cb-4f9d-a06d-b65773409a44,658447,658447,30502,11868,12635,2978109,19172
532,Braylon,Sanders,Braylon Sanders,MIA,WR,Active,#braylonsanders-NFL-MIA-86,,8178,011ab650-d3b2-11ec-96a0-c3471a31202c,,1068199,,16013,,,
533,Tua,Tagovailoa,Tua Tagovailoa,MIA,QB,Inactive,#tuatagovailoa-NFL-MIA-1,,6768,26ad9c27-de38-495e-913c-6fb2428e76d3,,973947,32675,14465,14839,4241479,21677
534,Snoop,Conner,Snoop Conner,JAX,RB,Active,#snoopconner-NFL-JAX-24,,8179,2b7f2ddb-f70a-4c67-a10f-967fc873e7d8,,1161114,,15897,,,
535,Hassan,Haskins,Hassan Haskins,TEN,RB,Active,#hassanhaskins-NFL-TEN-25,,8123,f3a50b5d-0197-4ae8-b5a5-bb54484b8941,,1130230,,15992,,,
536,DJ,Moore,DJ Moore,CAR,WR,Active,#djmoore-NFL-CAR-2,00-0034827,4983,d8202e6d-d03b-4cd1-a793-ff8fd39d9755,877790,877790,30994,12477,,3915416,19844
537,Gunner,Olszewski,Gunner Olszewski,PIT,WR,Active,#gunnerolszewski-NFL-PIT-89, 00-0035645,6699,625a1777-dd9a-48c6-b512-c450b0914450,1168410,1168410,32612,14318,,4424106,21601
538,Cody,White,Cody White,PIT,WR,Active,#codywhite-NFL-PIT-15,,7039,d25a19a7-7de6-4476-b42a-833c8c3cb208,,1057484,32948,14495,,4241983,21964
539,Shane,Zylstra,Shane Zylstra,DET,TE,Active,#shanezylstra-NFL-DET-84,,8041,0cafaac9-20fb-4e5a-9362-158d8a4e7904,,1284247,,15701,,,
540,Tyler,Conklin,Tyler Conklin,NYJ,TE,Active,#tylerconklin-NFL-NYJ-83,00-0034439,5133,f0d17dfa-ebf3-416c-a8d2-c6bc30675103,834990,861278,31220,12809,,3122920,19988
541,Skyler,Howard,Skyler Howard,SEA,QB,Active,#skylerhoward-NFL-SEA-0,,4936,,823069,,30758,,,,19574
542,Josh,Allen,Josh Allen,BUF,QB,Active,#joshallen-NFL-BUF-17,00-0034857,4984,3069db07-aa43-4503-ab11-2ae5c0002721,868199,868199,30977,12483,,3918298,19801
543,Benny,LeMay,Benny LeMay,CLE,RB,Active,#bennylemay-NFL-CLE-16,,7048,46cf23c5-7096-4f18-a3d8-59f0befc95ff,,944381,33309,14532,,4045702,21789
544,River,Cracraft,River Cracraft,MIA,WR,Active,#rivercracraft-NFL-MIA-85,00-0034054,4854,6124c4d4-337b-4926-b3f8-d2feb1c16fa9,749681,749681,30955,12447,,3052056,19755
545,Tim,Jones,Tim Jones,JAX,WR,Active,#timjones-NFL-JAX-15,,8013,b4dadef6-a938-4b34-b83c-b64d4a297e02,,1056747,,15464,,,
546,Aaron,Bailey,Aaron Bailey,BAL,QB,Active,#aaronbailey-NFL-BAL-8,,4683,,,,30845,12297,,3042451,19584
547,BJ,Baylor,BJ Baylor,ATL,RB,Active,#bjbaylor-NFL-ATL-36,,8240,81b98a40-ca69-11ec-a83a-8732d3d5a7e3,,1066286,,15816,,,
548,Wyatt,Houston,Wyatt Houston,CAR,TE,Active,#wyatthouston-NFL-CAR-85,,4490,,746308,,30681,12269,,3053039,19360
549,Raheem,Mostert,Raheem Mostert,MIA,RB,Active,#raheemmostert-NFL-MIA-31,00-0031687,2749,b040e601-ec40-4757-bf3d-71bf64ef99cf,606501,606501,28654,10604,10744,2576414,17217
550,Brandon,Powell,Brandon Powell,LAR,WR,Active,#brandonpowell-NFL-LAR-19,00-0034646,5695,5ec01774-4a79-40aa-be4a-e33c71bd5bf4,820435,820435,31641,13036,13782,3115255,20487
551,Jaylen,Warren,Jaylen Warren,PIT,RB,Active,#jaylenwarren-NFL-PIT-30,,8228,7e397190-ca24-11ec-9f1c-b7114d38a85b,,1176443,,15984,,,
552,Colby,Parkinson,Colby Parkinson,SEA,TE,Active,#colbyparkinson-NFL-SEA-84,,6865,1ea7affb-e5e7-491a-aaa3-55e200b2eb48,,1060312,32803,14463,,4242557,21807
553,Geno,Smith,Geno Smith,SEA,QB,Active,#genosmith-NFL-SEA-7,00-0030565,1373,cfc93f5e-105e-4a5e-88d3-f4279893cfa8,513856,513856,26662,8743,8326,15864,14895
554,David,Sills,David Sills,NYG,WR,Active,#davidsills-NFL-NYG-13, 00-0035359,6154,97f6c20c-1110-4551-82c1-41d3247397a2,866973,866973,32418,13634,,3871102,20939
555,Chris,Streveler,Chris Streveler,NYJ,QB,Active,#chrisstreveler-NFL-NYJ-15,,6778,23461354-f2d7-4e36-9046-fe9cde6dd413,,728265,32662,14587,,3040206,21866
556,Rashard,Higgins,Rashard Higgins,CAR,WR,Active,#rashardhiggins-NFL-CAR-17,00-0032977,3328,7e34053d-00bf-4f3f-a464-329c8f5057d0,741322,741322,29406,10830,11384,3042910,18089
557,Juwann,Winfree,Juwann Winfree,GB,WR,Active,#juwannwinfree-NFL-GB-88, 00-0035593,6223,fa7bdbe5-23b9-4cba-9015-98c5e2d09c9e,836079,836079,32019,13664,,3128317,21115
558,Danny,Etling,Danny Etling,GB,QB,Active,#dannyetling-NFL-GB-19,00-0034423,5120,e2104140-4ce0-42a8-8b00-346b4a9258b2,728374,728374,31189,12950,,3052450,20037
559,Dante,Pettis,Dante Pettis,CHI,WR,Active,#dantepettis-NFL-CHI-18,00-0034860,4992,20d16690-560b-4a01-af20-8870ef07ea70,837820,837820,31014,12884,13160,3127306,19854
560,Jalen,Hurts,Jalen Hurts,PHI,QB,Active,#jalenhurts-NFL-PHI-1,,6904,64bd0f02-6a5d-407e-98f1-fd02048ea21d,,913271,32723,14416,,4040715,21831
561,Tyler,Allgeier,Tyler Allgeier,ATL,RB,Active,#tylerallgeier-NFL-ATL-25,,8132,f4529909-1a02-4f4b-a1f3-315cad100683,,1131198,,15976,,,
562,Bryant,Koback,Bryant Koback,MIN,RB,Active,#bryantkoback-NFL-MIN-38,,8246,7b816ca0-c957-11ec-b1d2-d334745b4f4f,,976149,,16240,,,
563,Thomas,Odukoya,Thomas Odukoya,TEN,TE,Active,#thomasodukoya-NFL-TEN-49,,8924,0a25d350-133c-11ed-b006-a39c0834c6a9,,1108526,,16400,,,
564,Kenjon,Barner,Kenjon Barner,TB,RB,Inactive,#kenjonbarner-NFL-TB-38,00-0030465,1546,5ec072b3-2837-4cf1-bb4f-ecd873949626,459193,459193,26805,8762,8456,15921,15185
565,Brandon,Aiyuk,Brandon Aiyuk,SF,WR,Active,#brandonaiyuk-NFL-SF-11,,6803,c90471cc-fa60-4416-9388-5aebb5d877eb,,1107034,32695,14386,,4360438,21747
566,Cody,Hollister,Cody Hollister,TEN,WR,Active,#codyhollister-NFL-TEN-8, 00-0033386,4420,6a8b0081-6ac5-4eb7-8840-8fd633568e78,696881,696881,30660,12926,,3115443,19280
567,Tylan,Wallace,Tylan Wallace,BAL,WR,Active,#tylanwallace-NFL-BAL-16,,7595,29269863-13cf-4c66-ac3c-5d9a47e2040a,,1062546,,15310,,,
568,James,Mitchell,James Mitchell,DET,TE,Active,#jamesmitchell-NFL-DET-82,,8170,f461da0c-f764-414c-9e0d-2f02e22a68d8,,1123712,,16035,,,
569,Miller,Forristall,Miller Forristall,CLE,TE,Active,#millerforristall-NFL-CLE-86,,7854,ab6618ed-8500-40ed-993b-7d3507dc52dd,,913368,,15539,,,
570,Devin,Asiasi,Devin Asiasi,CIN,TE,Active,#devinasiasi-NFL-CIN-86,,6956,05e15d81-6bb1-49f7-b677-63475d073961,,946008,32761,14425,,4046522,21771
571,Devon,Allen,Devon Allen,PHI,WR,Active,#devonallen-NFL-PHI-82,,8411,e6f45e70-b764-11ec-a4d3-55a371b2b89a,,740692,,16178,,,
572,Tyler,Johnson,Tyler Johnson,HOU,WR,Active,#tylerjohnson-NFL-HOU-14,,6960,93c17735-5275-45cf-b3ef-620351c62313,,911236,32831,14432,,2310331,21675
573,David,Njoku,David Njoku,CLE,TE,Active,#davidnjoku-NFL-CLE-85,00-0033885,4033,8f86fcea-90e8-49ea-bc78-5c7659313e57,832098,832098,30142,11734,12186,3123076,18876
574,Malcolm,Brown,Malcolm Brown,LAR,RB,Active,#malcolmbrown-NFL-LAR-41,00-0031806,2588,0e7e6cbb-0e88-4a74-b457-1753851e37f3,604724,604724,28990,10202,10674,2570986,17053
575,Kylin,Hill,Kylin Hill,GB,RB,Active,#kylinhill-NFL-GB-32,,7572,0f5abff3-bb58-43bc-a915-daa341bf3a67,,1073153,,14379,,,
576,Breshad,Perriman,Breshad Perriman,TB,WR,Active,#breshadperriman-NFL-TB-16,00-0032054,2331,0dc98d11-34e4-46f6-96a6-7707c6f29500,652808,652808,28414,10069,10357,2972460,16787
577,Marquez,Callaway,Marquez Callaway,NO,WR,Active,#marquezcallaway-NFL-NO-1,,6989,1364cb22-1bfa-429b-8bde-dfd0d2938163,,921454,33109,14556,,4035170,21750
578,Sean,Mannion,Sean Mannion,SEA,QB,Active,#seanmannion-NFL-SEA-17,00-0032245,2394,91ead748-e3b0-4926-bd3b-3e327b44e6bc,557860,557860,28477,10176,10409,2517017,16850
579,Matt,Sokol,Matt Sokol,NE,TE,Active,#mattsokol-NFL-NE-87, 00-0035436,6233,21a33144-63ee-4125-ac44-3fc911a39d50,824177,824177,32551,13686,,3121378,21158
580,Kareem,Hunt,Kareem Hunt,CLE,RB,Active,#kareemhunt-NFL-CLE-27,00-0033923,4098,0ef0d0ca-2d2d-455b-ab63-a20c01303e37,746613,746613,30199,11739,12295,3059915,18944
581,DeVonta,Smith,DeVonta Smith,PHI,WR,Active,#devontasmith-NFL-PHI-6,,7525,3555d07e-57ae-43de-97d5-b1b5bf055f17,,1060262,,15406,,,
582,Dak,Prescott,Dak Prescott,DAL,QB,Inactive,#dakprescott-NFL-DAL-4,00-0033077,3294,86197778-8d4b-4eba-affe-08ef7be7c70b,591816,591816,29369,11008,11318,2577417,18055
583,Dare,Ogunbowale,Dare Ogunbowale,HOU,RB,Active,#dareogunbowale-NFL-HOU-33,00-0033854,4718,42b57148-fc06-4aee-b40b-bb941271b5b7,703015,703015,30860,11768,12943,2983509,19626
584,Isaac,Nauta,Isaac Nauta,GB,TE,Inactive,#isaacnauta-NFL-GB-82, 00-0035539,5957,e0755328-7fe1-4df7-9dfb-93e9cf9ef5be,914008,914008,32056,13528,,4035014,20893
585,Mike,Thomas,Mike Thomas,CIN,WR,Active,#mikethomas-NFL-CIN-80,00-0033114,3652,88856dfa-45ce-4b6e-bbf7-4f8413ac89ca,835086,835086,29440,11076,11491,3123986,18445
586,Kristian,Wilkerson,Kristian Wilkerson,NE,WR,Inactive,#kristianwilkerson-NFL-NE-17,,7438,b9a6720d-9c6f-46f2-bcee-b80550026437,,875523,33349,15163,,3910176,22417
587,Steven,Sims,Steven Sims,PIT,WR,Active,#stevensims-NFL-PIT-82, 00-0034928,6402,4a213e4e-b0ba-4124-833e-33c528bd5908,877596,877596,32187,14055,,3917960,21400
588,Tyrie,Cleveland,Tyrie Cleveland,DEN,WR,Active,#tyriecleveland-NFL-DEN-16,,7032,8cd3d1bb-5b04-4351-bd03-4b4f9b9e33e4,,922011,32922,14621,,4034964,21737
589,Garrett,Griffin,Garrett Griffin,DET,TE,Active,#garrettgriffin-NFL-DET-86,00-0033095,3894,3cacaa27-a790-43ae-927c-8163b06f1a53,703203,703203,30024,11502,,2987440,18716
590,K.J.,Hamler,K.J. Hamler,DEN,WR,Active,#kjhamler-NFL-DEN-1,,6805,89338a12-65a8-4670-ac99-97281732ff79,,976528,32716,14462,,4240380,21759
591,Austin,Walter,Austin Walter,LV,RB,Active,#austinwalter-NFL-LV-32, 00-0035187,6553,e25b6e0d-efa3-4425-bab6-5f846b902195,839390,839390,32383,14170,,3123857,21514
592,Zach,Wilson,Zach Wilson,NYJ,QB,Active,#zachwilson-NFL-NYJ-2,,7538,17bb63b1-1b0e-48e1-baf7-55cd314d0e62,,1108052,,15330,,,
593,Sterling,Shepard,Sterling Shepard,NYG,WR,Inactive,#sterlingshepard-NFL-NYG-3,00-0032385,3200,1ffc735b-74d8-44d2-ab32-00c5485c799f,691278,691278,29274,10988,11326,2976592,17961
594,Jonathan,Williams,Jonathan Williams,WAS,RB,Active,#jonathanwilliams-NFL-WAS-41,00-0032975,3312,697200ea-cabb-40b8-aeac-e52763310306,693837,693837,29390,10851,11405,2980077,18073
595,Blaine,Gabbert,Blaine Gabbert,TB,QB,Active,#blainegabbert-NFL-TB-11,00-0027948,862,de816e24-8442-49a4-99cd-dde7e7c05863,463393,463393,24797,7248,6451,13987,12982
596,Jake,Ferguson,Jake Ferguson,DAL,TE,Active,#jakeferguson-NFL-DAL-87,,8110,f46eab3d-d7dd-4420-b3f9-6da9ac1308ab,,1065361,,15947,,,
597,Nelson,Agholor,Nelson Agholor,NE,WR,Active,#nelsonagholor-NFL-NE-15,00-0031549,2325,cfb0ff68-51cb-4dad-ba81-f9e019a93a91,691055,691055,28408,10132,10360,2971618,16781
598,Binjimen,Victor,Binjimen Victor,BAL,WR,Active,#binjimenvictor-NFL-BAL-81,,6939,630e6b5d-0486-4bc3-a919-1f02687c1291,,946594,33040,14529,,4040628,21722
599,Josh,Johnson,Josh Johnson,SEA,RB,Inactive,#joshjohnson-NFL-SEA-34,,8051,c6938e95-e8cd-4975-a0e0-ef6aa9b207f6,,1138941,,15581,,,
600,Trenton,Irwin,Trenton Irwin,CIN,WR,Active,#trentonirwin-NFL-CIN-16, 00-0035341,6598,ee79ad2e-353a-40cd-9344-c9d84f7e4b63,884943,884943,32438,13626,,3931391,21263
601,Garrett,Wilson,Garrett Wilson,NYJ,WR,Active,#garrettwilson-NFL-NYJ-17,,8146,68d72fe0-79b2-4fdb-afd5-6c79676e77f3,,1164889,,15829,,,
602,Mac,Jones,Mac Jones,NE,QB,Active,#macjones-NFL-NE-10,,7527,1fd00ec3-b758-46d2-a2c1-cca521ea8a54,,973945,,15402,,,
603,Tyler,Davis,Tyler Davis,GB,TE,Active,#tylerdavis-NFL-GB-84,,7131,e7a9186e-5e19-4f70-b45c-527c888e6fc7,,866174,32876,14827,,3914240,22138
604,Bronson,Kaufusi,Bronson Kaufusi,GB,TE,Active,#bronsonkaufusi-NFL-GB-45,00-0033117,3239,dac819b2-245f-4845-a73e-b6f92fbe3abb,695300,695300,29304,11087,11381,2980444,18000
605,Will,Grier,Will Grier,DAL,QB,Active,#willgrier-NFL-DAL-15, 00-0035251,5903,7905e9be-2f66-4ff5-a6e9-dbe281bf4822,820423,820423,31932,13446,13977,3115252,20779
606,Ryan,Griffin,Ryan Griffin,CHI,TE,Active,#ryangriffin-NFL-CHI-84,00-0030108,1425,cb1df42c-b59c-4e23-a9a2-fbfc2b39ef71,465129,465129,26824,8911,8600,15887,14985
607,Josh,Oliver,Josh Oliver,BAL,TE,Active,#josholiver-NFL-BAL-84, 00-0035249,5973,dc83f7af-7b30-4c4a-9c93-f67bd8db954b,881779,881779,31901,13786,,3921690,20899
608,Malik,Willis,Malik Willis,TEN,QB,Active,#malikwillis-NFL-TEN-7,,8161,55aefcf9-4dfb-4994-883f-4d537a6f1ddb,,976323,,15872,,,
609,Ray-Ray,McCloud,Ray-Ray McCloud,SF,WR,Active,#rayraymccloud-NFL-SF-3,00-0034407,5096,f7ff7599-a175-4a0c-b887-3ae9e596fc64,867759,867759,31157,12570,,3728262,19961
610,Levine,Toilolo,Levine Toilolo,NYG,TE,Inactive,#levinetoilolo-NFL-NYG-85,00-0030443,1642,67d56171-7522-430c-b7d9-8f7e2b6624d3,503205,503205,26756,8789,,15980,15378
611,Taysom,Hill,Taysom Hill,NO,TE,Active,#taysomhill-NFL-NO-7,00-0033357,4381,3c8a55dd-20a8-4375-b711-49eb5e6e1d0e,503184,503184,30614,12063,12729,2468609,19238
612,Nsimba,Webster,Nsimba Webster,CHI,WR,Active,#nsimbawebster-NFL-CHI-10, 00-0035621,6387,bbc981ff-556b-4346-abea-f6efc0f94001,828656,828656,32137,14012,,3119317,21295
613,Ethan,Fernea,Ethan Fernea,IND,WR,Active,#ethanfernea-NFL-IND-84,,8831,e983b200-d396-11ec-96a0-c3471a31202c,,962484,,16484,,,
614,Noah,Togiai,Noah Togiai,PHI,TE,Active,#noahtogiai-NFL-PHI-83,,7404,86707c8e-fec4-4ebe-9111-4d3ad238ad43,,885029,32970,14843,,3930298,21796
